crop,N,P,K,temperature,humidity,ph,rainfall,soil_type,family
oil seeds,8,10,2,30.79,61.19,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,37,1,0,38.52,65.09,,,Black,Poaceae
sugarcane,21,26,0,22.94,55.21,,,Black,Poaceae
ground nuts,36,4,0,34.64,54.07,,,Red,Fabaceae
oil seeds,10,12,1,27.18,54.31,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
millets,42,0,4,36.75,74.17,,,Black,Poaceae
pulses,16,39,0,25.18,55.87,,,Sandy,Fabaceae
millets,15,41,3,35.59,76.91,,,Clayey,Poaceae
pulses,26,27,3,28.46,53.05,,,Red,Fabaceae
pulses,38,4,0,23.72,61.19,,,Red,Fabaceae
ground nuts,25,23,0,32.68,69.24,,,Loamy,Fabaceae
millets,9,11,22,27.23,45.13,,,Red,Poaceae
tobacco,41,0,0,25.56,62.96,,,Clayey,Solanaceae
wheat,14,3,0,23.23,56.75,,,Clayey,Poaceae
sugarcane,4,32,10,32.08,56.04,,,Sandy,Poaceae
tobacco,8,26,5,33.03,57.81,,,Black,Solanaceae
oil seeds,6,34,6,28.27,61.15,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,21,23,0,32.77,65.31,,,Loamy,Poaceae
pulses,8,39,0,27.51,61.14,,,Loamy,Fabaceae
barley,5,27,9,36.35,64.04,,,Black,Poaceae
ground nuts,25,18,0,20.36,57.7,,,Red,Fabaceae
millets,7,18,15,33.04,52.2,,,Clayey,Poaceae
barley,3,26,6,35.94,62.93,,,Red,Poaceae
tobacco,37,0,0,25.69,61.45,,,Black,Solanaceae
ground nuts,36,4,2,27.55,59.01,,,Loamy,Fabaceae
ground nuts,12,38,2,38.84,74.14,,,Loamy,Fabaceae
sugarcane,11,10,2,32.3,62.68,,,Clayey,Poaceae
barley,35,0,3,34.98,76.76,,,Loamy,Poaceae
pulses,12,35,1,25.16,56.14,,,Red,Fabaceae
barley,7,14,14,38.09,65.45,,,Loamy,Poaceae
pulses,18,15,0,37,70.38,,,Loamy,Fabaceae
pulses,24,22,0,32.28,67.55,,,Red,Fabaceae
ground nuts,25,24,0,34.57,53.65,,,Sandy,Fabaceae
tobacco,12,7,0,31.17,67.47,,,Loamy,Solanaceae
wheat,20,16,0,35.93,63.52,,,Clayey,Poaceae
oil seeds,11,10,15,35.88,65.43,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,40,4,0,23.9,50.65,,,Red,Fabaceae
millets,25,20,2,32.3,58.56,,,Sandy,Poaceae
pulses,6,17,16,29.21,68.29,,,Black,Fabaceae
oil seeds,8,32,0,34.78,74.96,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,39,0,0,33.65,59.37,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,12,31,3,31.13,61.96,,,Clayey,Fabaceae
pulses,12,16,4,35.66,64.66,,,Loamy,Fabaceae
barley,40,0,0,38.02,73.39,,,Black,Poaceae
tobacco,9,17,11,26.7,42.56,,,Red,Solanaceae
ground nuts,9,12,0,30.06,56.63,,,Clayey,Fabaceae
millets,24,19,0,30.11,55.41,,,Loamy,Poaceae
ground nuts,7,25,10,32.94,60.02,,,Black,Fabaceae
millets,1,28,10,30.05,71.84,,,Black,Poaceae
tobacco,10,12,0,30.5,66.54,,,Clayey,Solanaceae
ground nuts,16,37,0,36.14,63.53,,,Red,Fabaceae
sugarcane,15,42,0,29.07,58.16,,,Clayey,Poaceae
sugarcane,38,2,1,34.84,63.19,,,Red,Poaceae
millets,37,0,4,34.61,67.29,,,Loamy,Poaceae
wheat,12,10,0,33.91,63.82,,,Black,Poaceae
wheat,38,0,2,34.79,61.91,,,Clayey,Poaceae
millets,37,4,0,26.74,57.16,,,Clayey,Poaceae
millets,4,18,0,32.91,56.48,,,Black,Poaceae
pulses,17,32,2,27.16,54.78,,,Black,Fabaceae
sugarcane,14,13,14,35.04,69.13,,,Black,Poaceae
pulses,24,21,0,26.78,53.14,,,Black,Fabaceae
pulses,3,37,9,26.4,65.11,,,Black,Fabaceae
sugarcane,21,23,0,36.75,59.8,,,Black,Poaceae
pulses,15,30,4,25.11,48.12,,,Loamy,Fabaceae
pulses,38,1,2,38.91,64.93,,,Sandy,Fabaceae
pulses,28,20,4,26.05,58.12,,,Black,Fabaceae
oil seeds,35,1,3,28.76,50.58,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
barley,12,28,12,34.06,71.7,,,Red,Poaceae
ground nuts,11,27,13,26.51,56.57,,,Sandy,Fabaceae
pulses,38,3,0,22.72,44.19,,,Black,Fabaceae
millets,21,18,3,22.54,52.75,,,Red,Poaceae
ground nuts,14,23,19,34.26,72.48,,,Clayey,Fabaceae
ground nuts,13,39,1,36.19,77.04,,,Black,Fabaceae
millets,14,36,0,24.28,50.9,,,Loamy,Poaceae
millets,18,43,0,25.06,56.22,,,Sandy,Poaceae
barley,5,16,1,30.21,50.79,,,Clayey,Poaceae
tobacco,37,1,0,30.32,58.2,,,Loamy,Solanaceae
ground nuts,8,33,0,35.17,60.97,,,Black,Fabaceae
barley,8,11,1,29.63,58.39,,,Sandy,Poaceae
millets,38,0,0,31.41,50.97,,,Sandy,Poaceae
tobacco,15,37,0,34.17,71.47,,,Loamy,Solanaceae
tobacco,37,3,1,38.62,65.2,,,Sandy,Solanaceae
sugarcane,12,35,5,32.84,66.47,,,Red,Poaceae
sugarcane,41,3,0,26.02,52.58,,,Red,Poaceae
wheat,13,11,3,31,64.07,,,Black,Poaceae
pulses,20,18,2,30.47,58.88,,,Red,Fabaceae
millets,36,0,0,30.33,54.91,,,Black,Poaceae
wheat,43,0,0,24.62,63.54,,,Loamy,Poaceae
sugarcane,13,24,12,34.45,61.44,,,Red,Poaceae
barley,34,3,0,28.91,60.07,,,Black,Poaceae
oil seeds,41,2,4,31.57,53.14,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
millets,32,0,0,26.19,63.76,,,Red,Poaceae
millets,8,14,6,25.14,48.37,,,Black,Poaceae
millets,12,37,0,29.57,70.26,,,Red,Poaceae
oil seeds,24,18,0,33.72,54.21,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
pulses,13,39,1,33.3,57.9,,,Black,Fabaceae
wheat,36,0,3,29.6,58.3,,,Clayey,Poaceae
sugarcane,40,3,2,27.83,60.88,,,Red,Poaceae
millets,17,39,0,24.31,49.48,,,Red,Poaceae
barley,10,22,13,28.65,59.24,,,Clayey,Poaceae
ground nuts,22,22,4,32.86,54.42,,,Red,Fabaceae
barley,1,13,13,31.58,60.79,,,Sandy,Poaceae
tobacco,5,17,11,29.38,67.36,,,Black,Solanaceae
tobacco,22,18,0,29.34,42.41,,,Clayey,Solanaceae
pulses,14,18,1,40,62.24,,,Loamy,Fabaceae
ground nuts,23,13,1,31.51,63.07,,,Loamy,Fabaceae
sugarcane,32,0,1,27.67,45.92,,,Loamy,Poaceae
ground nuts,44,0,1,28.12,45.77,,,Sandy,Fabaceae
wheat,16,42,3,28.79,73.96,,,Clayey,Poaceae
wheat,22,20,1,36.76,59.74,,,Black,Poaceae
pulses,6,7,0,26.29,47.4,,,Black,Fabaceae
sugarcane,3,20,14,25.37,50.94,,,Black,Poaceae
barley,8,42,0,25.49,59.63,,,Red,Poaceae
pulses,39,0,0,28.88,55.01,,,Red,Fabaceae
oil seeds,18,41,3,34.53,58.86,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,10,38,0,29.73,44.95,,,Clayey,Poaceae
ground nuts,17,43,0,30.05,59.14,,,Red,Fabaceae
oil seeds,41,0,2,30.67,61.01,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,9,35,2,24.3,53.62,,,Clayey,Poaceae
wheat,27,15,0,37.7,56.61,,,Loamy,Poaceae
ground nuts,9,21,11,27.09,48.1,,,Clayey,Fabaceae
sugarcane,33,2,0,28.02,43.47,,,Black,Poaceae
millets,21,19,1,34.62,64.2,,,Sandy,Poaceae
millets,11,36,3,33,72.49,,,Loamy,Poaceae
wheat,33,2,0,37.48,74.71,,,Sandy,Poaceae
sugarcane,17,39,0,33.47,62.71,,,Loamy,Poaceae
pulses,17,21,0,24.91,47.48,,,Black,Fabaceae
tobacco,24,14,0,25.22,53.11,,,Red,Solanaceae
sugarcane,17,38,0,30.68,66.46,,,Red,Poaceae
millets,12,32,11,27.33,64.51,,,Sandy,Poaceae
ground nuts,13,6,4,29.96,54.53,,,Black,Fabaceae
sugarcane,4,14,15,32.99,50.56,,,Clayey,Poaceae
oil seeds,15,41,0,36.5,76.58,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
wheat,14,7,0,28.14,64.83,,,Loamy,Poaceae
millets,18,17,4,31.92,57.22,,,Black,Poaceae
oil seeds,34,1,0,36.21,57.4,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,8,8,0,37.62,54.26,,,Red,Poaceae
barley,5,13,16,25.2,54.36,,,Black,Poaceae
millets,40,0,0,28.1,57.31,,,Sandy,Poaceae
oil seeds,7,32,9,26.32,61.03,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
barley,11,28,4,36.26,72.92,,,Red,Poaceae
ground nuts,45,0,0,26.61,51.72,,,Red,Fabaceae
wheat,13,20,20,35.44,68.66,,,Loamy,Poaceae
sugarcane,13,28,3,31.47,64.11,,,Black,Poaceae
sugarcane,33,1,4,23.45,48.04,,,Loamy,Poaceae
tobacco,19,23,0,35.89,69.26,,,Sandy,Solanaceae
sugarcane,14,23,19,32.33,75.18,,,Black,Poaceae
tobacco,16,42,0,38.98,58.36,,,Red,Solanaceae
pulses,27,19,0,33.44,62.95,,,Clayey,Fabaceae
tobacco,24,27,0,29.95,70.97,,,Loamy,Solanaceae
tobacco,37,0,0,37.78,67.61,,,Loamy,Solanaceae
ground nuts,15,6,9,20.85,59.67,,,Black,Fabaceae
oil seeds,11,12,0,22.29,47.57,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
millets,36,0,0,25.06,59.78,,,Clayey,Poaceae
pulses,22,19,2,30.44,62.39,,,Black,Fabaceae
wheat,5,34,5,30.22,50.85,,,Clayey,Poaceae
oil seeds,35,3,0,36.69,78.73,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,21,21,0,29.5,42.7,,,Loamy,Solanaceae
wheat,38,0,2,36.74,61.86,,,Clayey,Poaceae
millets,33,0,2,29.86,61.53,,,Loamy,Poaceae
wheat,8,17,0,26.18,44.54,,,Loamy,Poaceae
tobacco,5,28,10,24.23,54.33,,,Sandy,Solanaceae
pulses,10,6,3,25.05,64.63,,,Loamy,Fabaceae
oil seeds,12,11,16,29,57.95,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,11,36,1,39.5,59.87,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,37,0,1,26.18,54.54,,,Sandy,Solanaceae
oil seeds,38,4,0,31.52,51.09,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,10,39,1,35.22,76.59,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,19,45,0,37.69,54.05,,,Loamy,Fabaceae
wheat,12,32,3,27.77,54.61,,,Loamy,Poaceae
sugarcane,26,21,0,32.86,65.21,,,Sandy,Poaceae
tobacco,12,37,0,34.98,64.48,,,Clayey,Solanaceae
wheat,11,33,3,27.41,48.69,,,Black,Poaceae
pulses,26,18,0,34.05,71.7,,,Clayey,Fabaceae
sugarcane,34,0,2,23.91,43.52,,,Black,Poaceae
pulses,13,37,2,36.98,53.44,,,Clayey,Fabaceae
oil seeds,18,36,4,30.83,50.49,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
wheat,6,34,0,38.7,65.81,,,Loamy,Poaceae
ground nuts,11,11,6,30.9,55.65,,,Loamy,Fabaceae
tobacco,8,16,13,28.07,52.91,,,Red,Solanaceae
ground nuts,2,20,15,38.99,59.31,,,Clayey,Fabaceae
tobacco,4,36,12,29.63,51.13,,,Sandy,Solanaceae
barley,17,38,0,26.44,66.93,,,Clayey,Poaceae
pulses,10,18,0,32.97,76.36,,,Red,Fabaceae
wheat,14,38,0,32.59,52.77,,,Sandy,Poaceae
barley,22,26,1,35.08,60.37,,,Loamy,Poaceae
millets,19,21,0,32.95,66.06,,,Red,Poaceae
ground nuts,10,37,1,40,56.21,,,Sandy,Fabaceae
wheat,12,27,2,30.85,53.02,,,Sandy,Poaceae
millets,40,2,3,24.58,43.05,,,Clayey,Poaceae
pulses,9,39,3,24.83,48.37,,,Sandy,Fabaceae
ground nuts,11,21,12,27.99,52.83,,,Loamy,Fabaceae
barley,19,13,14,22.87,44.91,,,Loamy,Poaceae
sugarcane,21,15,0,29.95,68.13,,,Red,Poaceae
ground nuts,12,37,0,39.25,76.98,,,Clayey,Fabaceae
tobacco,9,12,20,29.82,66.85,,,Loamy,Solanaceae
tobacco,42,0,4,26.66,63.18,,,Sandy,Solanaceae
tobacco,36,0,4,30.12,47.45,,,Loamy,Solanaceae
ground nuts,26,17,1,28.82,53.22,,,Clayey,Fabaceae
ground nuts,17,37,0,28.45,62.42,,,Black,Fabaceae
wheat,11,15,0,24.76,58.45,,,Sandy,Poaceae
wheat,39,4,4,23.2,46.23,,,Red,Poaceae
oil seeds,13,11,13,33.52,60.5,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
wheat,40,4,2,27.52,51.39,,,Black,Poaceae
tobacco,6,21,17,30.46,57.09,,,Sandy,Solanaceae
pulses,25,19,1,34.36,64.55,,,Sandy,Fabaceae
tobacco,19,36,1,32.14,57.35,,,Loamy,Solanaceae
pulses,10,23,21,36.81,60.97,,,Black,Fabaceae
pulses,20,16,3,30.15,59.21,,,Loamy,Fabaceae
sugarcane,21,17,1,29.77,63.09,,,Red,Poaceae
pulses,36,3,0,30.24,51.96,,,Black,Fabaceae
pulses,3,19,17,24.97,47.28,,,Black,Fabaceae
millets,9,41,1,37.17,73.45,,,Black,Poaceae
tobacco,5,33,9,30.05,61.94,,,Red,Solanaceae
ground nuts,40,4,1,23.59,54.55,,,Sandy,Fabaceae
wheat,8,5,0,22.2,55.19,,,Black,Poaceae
wheat,11,18,4,28.33,61.2,,,Red,Poaceae
oil seeds,4,15,3,29.04,73.52,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
pulses,15,38,3,32.64,52.05,,,Sandy,Fabaceae
tobacco,37,3,2,26.36,58.22,,,Loamy,Solanaceae
tobacco,12,18,0,28.96,54.55,,,Black,Solanaceae
sugarcane,13,13,0,20.03,52.64,,,Sandy,Poaceae
barley,15,14,14,37.86,61.26,,,Loamy,Poaceae
pulses,8,34,0,34.3,73.98,,,Sandy,Fabaceae
ground nuts,20,13,0,28.75,65.85,,,Sandy,Fabaceae
wheat,45,2,0,34.35,68.28,,,Loamy,Poaceae
oil seeds,3,37,10,29.5,58.68,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
barley,37,0,2,23.09,47.76,,,Red,Poaceae
wheat,8,10,12,29.76,68.21,,,Sandy,Poaceae
wheat,19,23,0,31.65,58.98,,,Loamy,Poaceae
barley,14,37,0,32.72,68.34,,,Red,Poaceae
tobacco,17,40,0,39.16,69.41,,,Red,Solanaceae
sugarcane,12,38,4,30.58,57.79,,,Loamy,Poaceae
wheat,10,10,0,24.24,61.14,,,Red,Poaceae
tobacco,13,12,0,22.83,48.52,,,Black,Solanaceae
oil seeds,2,20,14,27.46,63.46,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
millets,11,8,2,23.99,49.61,,,Red,Poaceae
oil seeds,13,35,8,32.35,69.35,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
millets,41,0,0,32.05,53.97,,,Loamy,Poaceae
ground nuts,38,0,2,23.89,51.43,,,Clayey,Fabaceae
pulses,23,23,1,25.23,47.76,,,Black,Fabaceae
tobacco,27,17,0,25.04,45.85,,,Loamy,Solanaceae
ground nuts,34,3,0,22.58,47.54,,,Red,Fabaceae
ground nuts,23,18,0,36.75,61.32,,,Clayey,Fabaceae
sugarcane,41,0,0,34.03,59.52,,,Red,Poaceae
tobacco,12,29,8,29.35,59.63,,,Clayey,Solanaceae
ground nuts,13,42,4,36.54,74.27,,,Red,Fabaceae
millets,16,15,0,29.01,55.34,,,Clayey,Poaceae
ground nuts,8,13,0,34.65,60.23,,,Red,Fabaceae
ground nuts,6,29,10,34.12,72.45,,,Black,Fabaceae
wheat,16,34,1,34.29,62.12,,,Loamy,Poaceae
ground nuts,35,4,3,27.44,55.79,,,Sandy,Fabaceae
tobacco,7,37,7,30.48,54.04,,,Sandy,Solanaceae
sugarcane,21,21,0,30.94,58.19,,,Red,Poaceae
barley,13,35,0,36.87,73.12,,,Sandy,Poaceae
millets,24,17,0,35.05,70.45,,,Sandy,Poaceae
millets,19,26,4,35.26,55.7,,,Red,Poaceae
wheat,16,27,3,30.84,54.44,,,Red,Poaceae
barley,13,32,8,31.29,48.4,,,Sandy,Poaceae
sugarcane,20,22,0,22.79,44.82,,,Clayey,Poaceae
oil seeds,18,38,0,35.39,55.43,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
barley,9,38,0,32.69,67.2,,,Clayey,Poaceae
wheat,18,25,0,30.97,52.6,,,Black,Poaceae
tobacco,6,20,18,26.51,54.41,,,Loamy,Solanaceae
millets,5,28,5,24.14,65.95,,,Red,Poaceae
wheat,13,11,0,28.89,50.23,,,Red,Poaceae
wheat,9,23,11,36.76,71.34,,,Sandy,Poaceae
wheat,10,32,8,25.77,51.57,,,Clayey,Poaceae
ground nuts,11,26,4,38.24,69.68,,,Sandy,Fabaceae
barley,8,10,18,31.38,57.81,,,Clayey,Poaceae
wheat,26,16,0,25.77,49.55,,,Loamy,Poaceae
sugarcane,40,0,2,33.65,61.98,,,Red,Poaceae
barley,19,16,0,34.32,60.9,,,Loamy,Poaceae
millets,17,34,0,25.14,56.51,,,Clayey,Poaceae
sugarcane,43,0,2,24.5,55.97,,,Loamy,Poaceae
pulses,11,14,4,27.48,58.97,,,Clayey,Fabaceae
tobacco,6,40,0,25.28,57.75,,,Red,Solanaceae
pulses,37,0,0,24.39,60.54,,,Clayey,Fabaceae
wheat,4,28,12,34.62,67.2,,,Red,Poaceae
ground nuts,39,0,0,30.58,58.47,,,Sandy,Fabaceae
sugarcane,13,38,4,30.53,61.98,,,Black,Poaceae
pulses,10,38,1,29.82,68.13,,,Black,Fabaceae
barley,16,15,2,22.28,49.48,,,Red,Poaceae
millets,40,0,0,30.81,42.46,,,Black,Poaceae
oil seeds,21,22,0,29.86,56.95,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,11,29,5,32.76,74.84,,,Red,Poaceae
barley,15,43,0,36.47,70.93,,,Black,Poaceae
barley,5,28,10,25.9,51.18,,,Sandy,Poaceae
barley,15,38,4,30.5,57.68,,,Sandy,Poaceae
wheat,14,18,11,26.68,69.77,,,Loamy,Poaceae
sugarcane,15,32,0,27.88,53.3,,,Clayey,Poaceae
sugarcane,40,0,2,36.39,77.53,,,Red,Poaceae
barley,2,16,17,33.67,66.03,,,Clayey,Poaceae
barley,16,38,0,29.68,51.55,,,Red,Poaceae
wheat,4,34,9,31.25,69.46,,,Loamy,Poaceae
barley,27,19,1,33.27,51.22,,,Sandy,Poaceae
oil seeds,27,16,0,30.83,56.78,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
pulses,9,34,0,31.91,73.88,,,Red,Fabaceae
tobacco,6,37,0,36.41,72.14,,,Clayey,Solanaceae
tobacco,3,17,12,30.28,45.85,,,Black,Solanaceae
sugarcane,9,33,12,29.18,66.16,,,Clayey,Poaceae
tobacco,33,1,4,29.83,58.93,,,Red,Solanaceae
pulses,4,20,12,23.56,47.6,,,Red,Fabaceae
ground nuts,5,9,16,28.59,64.2,,,Clayey,Fabaceae
oil seeds,23,23,3,36.74,55.56,,,Red,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,41,0,1,35,76.24,,,Clayey,Fabaceae
wheat,8,16,13,32.31,67.68,,,Red,Poaceae
oil seeds,6,27,5,34.09,65.92,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
barley,22,16,4,36.05,70.84,,,Black,Poaceae
millets,20,21,0,32.14,52.59,,,Clayey,Poaceae
millets,9,29,6,34.61,67.18,,,Clayey,Poaceae
barley,15,38,3,27.65,50.22,,,Red,Poaceae
wheat,8,20,17,29.61,53.81,,,Loamy,Poaceae
ground nuts,46,0,0,29.03,45,,,Black,Fabaceae
pulses,37,0,0,20.36,57.92,,,Clayey,Fabaceae
tobacco,37,1,3,37.06,68.81,,,Sandy,Solanaceae
tobacco,9,22,20,37.44,67.23,,,Loamy,Solanaceae
pulses,10,14,21,21.47,45.29,,,Red,Fabaceae
ground nuts,7,31,12,31.92,63.7,,,Loamy,Fabaceae
sugarcane,5,13,11,35.48,60.05,,,Black,Poaceae
oil seeds,0,13,14,25.47,56.12,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,17,42,3,32.89,70.11,,,Red,Fabaceae
pulses,6,27,6,39.22,70.14,,,Sandy,Fabaceae
sugarcane,17,35,0,34.39,54.77,,,Clayey,Poaceae
millets,21,20,0,26.35,68.18,,,Sandy,Poaceae
pulses,7,17,0,27.59,49.54,,,Clayey,Fabaceae
pulses,18,40,3,24.8,49.86,,,Loamy,Fabaceae
millets,5,21,6,24.66,48.76,,,Black,Poaceae
wheat,14,5,0,33.86,52.1,,,Clayey,Poaceae
barley,28,22,4,34.8,59.89,,,Sandy,Poaceae
barley,11,9,4,37.71,69.38,,,Loamy,Poaceae
tobacco,9,25,11,35.35,62.94,,,Black,Solanaceae
oil seeds,42,2,0,27.96,48.06,,,Clayey,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,8,12,23,29.66,40.36,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
oil seeds,8,12,17,21.67,49.56,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,21,17,0,31.17,52.5,,,Clayey,Solanaceae
oil seeds,24,18,3,27.94,55.87,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
pulses,4,18,23,24.04,55.63,,,Red,Fabaceae
tobacco,23,16,0,32.49,58.66,,,Loamy,Solanaceae
barley,26,18,0,28.35,60.55,,,Clayey,Poaceae
barley,23,17,0,26.77,47.3,,,Red,Poaceae
barley,25,25,2,23.9,58.01,,,Black,Poaceae
pulses,6,31,6,32.92,67.62,,,Black,Fabaceae
barley,26,23,1,29.82,55.72,,,Loamy,Poaceae
millets,8,27,11,28.84,63.97,,,Black,Poaceae
sugarcane,18,41,3,38.35,68.02,,,Red,Poaceae
wheat,17,36,0,31.65,48.98,,,Red,Poaceae
wheat,7,11,1,31.54,65.06,,,Loamy,Poaceae
ground nuts,12,32,0,31.58,72.23,,,Loamy,Fabaceae
ground nuts,21,23,0,21.05,55.2,,,Clayey,Fabaceae
sugarcane,12,11,2,25.59,65.45,,,Clayey,Poaceae
pulses,6,19,0,31.2,50.23,,,Loamy,Fabaceae
sugarcane,17,26,4,31.66,64.62,,,Loamy,Poaceae
oil seeds,10,28,6,38.18,64.4,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
barley,15,33,3,30.89,62.85,,,Red,Poaceae
ground nuts,33,0,0,29.42,54.67,,,Sandy,Fabaceae
tobacco,9,23,13,33.83,65.32,,,Sandy,Solanaceae
wheat,8,11,0,30.44,56.5,,,Sandy,Poaceae
ground nuts,10,30,0,25.52,48.23,,,Red,Fabaceae
millets,14,27,8,29.65,66.39,,,Red,Poaceae
millets,5,37,7,27.13,62.1,,,Clayey,Poaceae
millets,5,25,17,31.41,62.69,,,Sandy,Poaceae
oil seeds,23,23,4,24.14,60.35,,,Sandy,"Fabaceae,Brassicaceae,Asteraceae"
tobacco,16,37,0,30.95,52.62,,,Sandy,Solanaceae
millets,15,8,0,37.46,68.41,,,Loamy,Poaceae
sugarcane,25,23,0,24.96,46.72,,,Red,Poaceae
barley,12,16,18,33.51,59.04,,,Sandy,Poaceae
millets,42,2,1,35.86,71.33,,,Sandy,Poaceae
tobacco,9,45,0,30.3,42.11,,,Clayey,Solanaceae
tobacco,11,33,5,27.62,56.34,,,Red,Solanaceae
sugarcane,22,21,0,33.46,62.44,,,Sandy,Poaceae
tobacco,19,38,0,31.4,56.45,,,Sandy,Solanaceae
barley,15,39,1,26.03,60.45,,,Black,Poaceae
barley,5,18,14,27.4,56.16,,,Sandy,Poaceae
millets,26,23,0,27.9,47.35,,,Sandy,Poaceae
pulses,9,34,0,32.4,77.68,,,Sandy,Fabaceae
tobacco,10,13,14,31.2,70.18,,,Loamy,Solanaceae
sugarcane,33,0,0,22.15,60.48,,,Loamy,Poaceae
tobacco,40,0,4,28.83,48.57,,,Sandy,Solanaceae
ground nuts,24,19,0,22.8,50.81,,,Sandy,Fabaceae
millets,22,25,3,37.29,65.56,,,Black,Poaceae
pulses,19,22,0,33.44,64.06,,,Loamy,Fabaceae
ground nuts,17,13,1,35.89,64.76,,,Loamy,Fabaceae
wheat,6,8,0,32.94,60.91,,,Black,Poaceae
pulses,20,18,0,29.25,61.06,,,Black,Fabaceae
ground nuts,28,24,0,34.9,67.59,,,Clayey,Fabaceae
wheat,15,6,0,31.46,59.57,,,Loamy,Poaceae
sugarcane,36,0,0,37.35,58.34,,,Clayey,Poaceae
sugarcane,6,16,15,33.96,65.91,,,Black,Poaceae
millets,32,0,0,31.91,49.74,,,Sandy,Poaceae
pulses,10,28,6,34.37,65.19,,,Loamy,Fabaceae
oil seeds,16,40,0,26.7,45.04,,,Loamy,"Fabaceae,Brassicaceae,Asteraceae"
ground nuts,38,0,0,27.06,54.68,,,Clayey,Fabaceae
tobacco,8,39,4,30.97,45.08,,,Black,Solanaceae
pulses,25,20,0,25.62,51.09,,,Clayey,Fabaceae
millets,12,28,7,33.27,61.23,,,Red,Poaceae
wheat,3,26,11,35.63,68.45,,,Black,Poaceae
millets,3,15,0,32,58.03,,,Red,Poaceae
ground nuts,10,33,3,31.78,76.46,,,Loamy,Fabaceae
wheat,21,19,0,30.72,58.16,,,Red,Poaceae
barley,7,19,16,29.65,59.65,,,Red,Poaceae
pulses,15,41,0,39.17,74.97,,,Sandy,Fabaceae
wheat,10,44,0,40,71.02,,,Clayey,Poaceae
tobacco,10,16,18,23.57,44.14,,,Loamy,Solanaceae
barley,38,0,1,29.19,65.8,,,Red,Poaceae
ground nuts,8,29,7,31.77,59.25,,,Sandy,Fabaceae
millets,14,19,10,26.63,64.94,,,Loamy,Poaceae
sugarcane,16,23,14,38.51,73.59,,,Clayey,Poaceae
wheat,28,22,0,28.28,64.37,,,Black,Poaceae
ground nuts,42,0,4,33.82,55.15,,,Red,Fabaceae
pulses,35,4,0,30.56,59.57,,,Sandy,Fabaceae
barley,6,34,0,24.1,52.08,,,Sandy,Poaceae
oil seeds,17,40,2,40,67.4,,,Black,"Fabaceae,Brassicaceae,Asteraceae"
sugarcane,13,43,0,39.52,75.51,,,Sandy,Poaceae
sugarcane,15,6,1,25.98,52.5,,,Sandy,Poaceae
tobacco,15,39,0,28.67,53.83,,,Sandy,Solanaceae
millets,21,24,0,29.55,69.71,,,Red,Poaceae
millets,12,24,13,26.96,58.09,,,Loamy,Poaceae
pulses,11,10,4,21.15,48.8,,,Loamy,Fabaceae
barley,19,25,0,23.28,54.92,,,Black,Poaceae
millets,38,1,0,33.26,75.36,,,Sandy,Poaceae
ground nuts,25,20,1,33.52,67.5,,,Clayey,Fabaceae
barley,36,3,2,30.26,47.16,,,Red,Poaceae
tobacco,13,34,0,32.41,62.72,,,Clayey,Solanaceae
wheat,5,29,5,29.79,67.81,,,Red,Poaceae
